year,px,py,tachid,ekid
2004,139.3948783,35.69303246,2.162737064,1.178637443
2005,139.3948783,35.69303246,2.162737064,1.178637443
2006,139.3948783,35.69303246,2.162737064,1.178637443
2007,139.3948783,35.69303246,2.162737064,1.178637443
2008,139.3948783,35.69303246,2.162737064,1.178637443
1999,139.3948783,35.69695844,2.096444588,0.749648486
2000,139.3948783,35.69695844,2.096444588,0.749648486
2001,139.3948783,35.69695844,2.096444588,0.749648486
2002,139.3948783,35.69695844,2.096444588,0.749648486
2003,139.3948783,35.69695844,2.096444588,0.749648486
2004,139.3948783,35.69695844,2.096444588,0.749648486
2005,139.3948783,35.69695844,2.096444588,0.749648486
2006,139.3948783,35.69695844,2.096444588,0.749648486
2007,139.3948783,35.69695844,2.096444588,0.749648486
2008,139.3948783,35.69695844,2.096444588,0.749648486
1999,139.3948783,35.70088442,2.119561862,0.338487447
2000,139.3948783,35.70088442,2.119561862,0.338487447
2001,139.3948783,35.70088442,2.119561862,0.338487447
2002,139.3948783,35.70088442,2.119561862,0.338487447
2003,139.3948783,35.70088442,2.119561862,0.338487447
2004,139.3948783,35.70088442,2.119561862,0.338487447
2005,139.3948783,35.70088442,2.119561862,0.338487447
2006,139.3948783,35.70088442,2.119561862,0.338487447
2007,139.3948783,35.70088442,2.119561862,0.338487447
2008,139.3948783,35.70088442,2.119561862,0.338487447
1999,139.3948783,35.70481039,2.22930916,0.216769279
2000,139.3948783,35.70481039,2.22930916,0.216769279
2001,139.3948783,35.70481039,2.22930916,0.216769279
2002,139.3948783,35.70481039,2.22930916,0.216769279
2003,139.3948783,35.70481039,2.22930916,0.216769279
2004,139.3948783,35.70481039,2.22930916,0.216769279
2005,139.3948783,35.70481039,2.22930916,0.216769279
2006,139.3948783,35.70481039,2.22930916,0.216769279
2007,139.3948783,35.70481039,2.22930916,0.216769279
2008,139.3948783,35.70481039,2.22930916,0.216769279
1999,139.3948783,35.71266235,2.657784006,1.025310716
2000,139.3948783,35.71266235,2.657784006,1.025310716
2001,139.3948783,35.71266235,2.657784006,1.025310716
2002,139.3948783,35.71266235,2.657784006,1.025310716
2003,139.3948783,35.71266235,2.657784006,1.025310716
2004,139.3948783,35.71266235,2.657784006,1.025310716
2005,139.3948783,35.71266235,2.657784006,1.025310716
2006,139.3948783,35.71266235,2.657784006,1.025310716
2007,139.3948783,35.71266235,2.657784006,1.025310716
2008,139.3948783,35.71266235,2.657784006,1.025310716
1999,139.3948783,35.71658832,2.946274847,1.387073301
2000,139.3948783,35.71658832,2.946274847,1.387073301
2001,139.3948783,35.71658832,2.946274847,1.387073301
2002,139.3948783,35.71658832,2.946274847,1.387073301
2003,139.3948783,35.71658832,2.946274847,1.387073301
2004,139.3948783,35.71658832,2.946274847,1.387073301
2005,139.3948783,35.71658832,2.946274847,1.387073301
2006,139.3948783,35.71658832,2.946274847,1.387073301
2007,139.3948783,35.71658832,2.946274847,1.387073301
2008,139.3948783,35.71658832,2.946274847,1.387073301
1999,139.3948783,35.7205143,3.267578521,0.964393801
2000,139.3948783,35.7205143,3.267578521,0.964393801
2001,139.3948783,35.7205143,3.267578521,0.964393801
2002,139.3948783,35.7205143,3.267578521,0.964393801
2003,139.3948783,35.7205143,3.267578521,0.964393801
2004,139.3948783,35.7205143,3.267578521,0.964393801
2005,139.3948783,35.7205143,3.267578521,0.964393801
2006,139.3948783,35.7205143,3.267578521,0.964393801
2007,139.3948783,35.7205143,3.267578521,0.964393801
2008,139.3948783,35.7205143,3.267578521,0.964393801
1999,139.3948783,35.72444027,3.612951366,0.56209673
2000,139.3948783,35.72444027,3.612951366,0.56209673
2001,139.3948783,35.72444027,3.612951366,0.56209673
2002,139.3948783,35.72444027,3.612951366,0.56209673
2003,139.3948783,35.72444027,3.612951366,0.56209673
2004,139.3948783,35.72444027,3.612951366,0.56209673
2005,139.3948783,35.72444027,3.612951366,0.56209673
2006,139.3948783,35.72444027,3.612951366,0.56209673
2007,139.3948783,35.72444027,3.612951366,0.56209673
2008,139.3948783,35.72444027,3.612951366,0.56209673
1999,139.3948783,35.72836625,3.976126259,0.28576972
2000,139.3948783,35.72836625,3.976126259,0.28576972
2001,139.3948783,35.72836625,3.976126259,0.28576972
2002,139.3948783,35.72836625,3.976126259,0.28576972
2003,139.3948783,35.72836625,3.976126259,0.28576972
2004,139.3948783,35.72836625,3.976126259,0.28576972
2005,139.3948783,35.72836625,3.976126259,0.28576972
2006,139.3948783,35.72836625,3.976126259,0.28576972
2007,139.3948783,35.72836625,3.976126259,0.28576972
2008,139.3948783,35.72836625,3.976126259,0.28576972
1999,139.3948783,35.73229223,4.352649395,0.476644732
2000,139.3948783,35.73229223,4.352649395,0.476644732
2001,139.3948783,35.73229223,4.352649395,0.476644732
2002,139.3948783,35.73229223,4.352649395,0.476644732
2003,139.3948783,35.73229223,4.352649395,0.476644732
2004,139.3948783,35.73229223,4.352649395,0.476644732
2005,139.3948783,35.73229223,4.352649395,0.476644732
2006,139.3948783,35.73229223,4.352649395,0.476644732
2007,139.3948783,35.73229223,4.352649395,0.476644732
2008,139.3948783,35.73229223,4.352649395,0.476644732
1999,139.3948783,35.76370004,7.596491573,2.922248935
2000,139.3948783,35.76370004,7.596491573,2.922248935
2001,139.3948783,35.76370004,7.596491573,2.922248935
2002,139.3948783,35.76370004,7.596491573,2.922248935
2003,139.3948783,35.76370004,7.596491573,2.922248935
2004,139.3948783,35.76370004,7.596491573,2.922248935
2005,139.3948783,35.76370004,7.596491573,2.922248935
2006,139.3948783,35.76370004,7.596491573,2.922248935
2007,139.3948783,35.76370004,7.596491573,2.922248935
2008,139.3948783,35.76370004,7.596491573,2.922248935
1999,139.3989309,35.61058696,9.831711965,1.549319259
2000,139.3989309,35.61058696,9.831711965,1.549319259
2001,139.3989309,35.61058696,9.831711965,1.549319259
2002,139.3989309,35.61058696,9.831711965,1.549319259
2003,139.3989309,35.61058696,9.831711965,1.549319259
2004,139.3989309,35.61058696,9.831711965,1.549319259
2005,139.3989309,35.61058696,9.831711965,1.549319259
2006,139.3989309,35.61058696,9.831711965,1.549319259
2007,139.3989309,35.61058696,9.831711965,1.549319259
2008,139.3989309,35.61058696,9.831711965,1.549319259
1999,139.3989309,35.64199477,6.421039557,0.906055077
2000,139.3989309,35.64199477,6.421039557,0.906055077
2001,139.3989309,35.64199477,6.421039557,0.906055077
2002,139.3989309,35.64199477,6.421039557,0.906055077
2003,139.3989309,35.64199477,6.421039557,0.906055077
2004,139.3989309,35.64199477,6.421039557,0.906055077
2005,139.3989309,35.64199477,6.421039557,0.906055077
2006,139.3989309,35.64199477,6.421039557,0.906055077
2007,139.3989309,35.64199477,6.421039557,0.906055077
2008,139.3989309,35.64199477,6.421039557,0.906055077
1999,139.3989309,35.64592075,6.000817594,0.614911306
2000,139.3989309,35.64592075,6.000817594,0.614911306
2001,139.3989309,35.64592075,6.000817594,0.614911306
2002,139.3989309,35.64592075,6.000817594,0.614911306
2003,139.3989309,35.64592075,6.000817594,0.614911306
2004,139.3989309,35.64592075,6.000817594,0.614911306
2005,139.3989309,35.64592075,6.000817594,0.614911306
2006,139.3989309,35.64592075,6.000817594,0.614911306
2007,139.3989309,35.64592075,6.000817594,0.614911306
2008,139.3989309,35.64592075,6.000817594,0.614911306
1999,139.3989309,35.64984673,5.582982078,0.561346858
2000,139.3989309,35.64984673,5.582982078,0.561346858
2001,139.3989309,35.64984673,5.582982078,0.561346858
2002,139.3989309,35.64984673,5.582982078,0.561346858
2003,139.3989309,35.64984673,5.582982078,0.561346858
2004,139.3989309,35.64984673,5.582982078,0.561346858
2005,139.3989309,35.64984673,5.582982078,0.561346858
2006,139.3989309,35.64984673,5.582982078,0.561346858
2007,139.3989309,35.64984673,5.582982078,0.561346858
2008,139.3989309,35.64984673,5.582982078,0.561346858
1999,139.3989309,35.6537727,5.168111863,0.721644863
2000,139.3989309,35.6537727,5.168111863,0.721644863
2001,139.3989309,35.6537727,5.168111863,0.721644863
2002,139.3989309,35.6537727,5.168111863,0.721644863
2003,139.3989309,35.6537727,5.168111863,0.721644863
2004,139.3989309,35.6537727,5.168111863,0.721644863
2005,139.3989309,35.6537727,5.168111863,0.721644863
2006,139.3989309,35.6537727,5.168111863,0.721644863
2007,139.3989309,35.6537727,5.168111863,0.721644863
2008,139.3989309,35.6537727,5.168111863,0.721644863
1999,139.3989309,35.65769868,4.756982852,0.760526614
2000,139.3989309,35.65769868,4.756982852,0.760526614
2001,139.3989309,35.65769868,4.756982852,0.760526614
2002,139.3989309,35.65769868,4.756982852,0.760526614
2003,139.3989309,35.65769868,4.756982852,0.760526614
2004,139.3989309,35.65769868,4.756982852,0.760526614
2005,139.3989309,35.65769868,4.756982852,0.760526614
2006,139.3989309,35.65769868,4.756982852,0.760526614
2007,139.3989309,35.65769868,4.756982852,0.760526614
2008,139.3989309,35.65769868,4.756982852,0.760526614
1999,139.3989309,35.66162465,4.350655783,1.007891077
2000,139.3989309,35.66162465,4.350655783,1.007891077
2001,139.3989309,35.66162465,4.350655783,1.007891077
2002,139.3989309,35.66162465,4.350655783,1.007891077
2003,139.3989309,35.66162465,4.350655783,1.007891077
2004,139.3989309,35.66162465,4.350655783,1.007891077
2005,139.3989309,35.66162465,4.350655783,1.007891077
2006,139.3989309,35.66162465,4.350655783,1.007891077
2007,139.3989309,35.66162465,4.350655783,1.007891077
2008,139.3989309,35.66162465,4.350655783,1.007891077
1999,139.3989309,35.66555063,3.950612597,1.353921114
2000,139.3989309,35.66555063,3.950612597,1.353921114
2001,139.3989309,35.66555063,3.950612597,1.353921114
2002,139.3989309,35.66555063,3.950612597,1.353921114
2003,139.3989309,35.66555063,3.950612597,1.353921114
2004,139.3989309,35.66555063,3.950612597,1.353921114
2005,139.3989309,35.66555063,3.950612597,1.353921114
2006,139.3989309,35.66555063,3.950612597,1.353921114
2007,139.3989309,35.66555063,3.950612597,1.353921114
2008,139.3989309,35.66555063,3.950612597,1.353921114
1999,139.3989309,35.66947661,3.55897293,1.185843016
2000,139.3989309,35.66947661,3.55897293,1.185843016
2001,139.3989309,35.66947661,3.55897293,1.185843016
2002,139.3989309,35.66947661,3.55897293,1.185843016
2003,139.3989309,35.66947661,3.55897293,1.185843016
2004,139.3989309,35.66947661,3.55897293,1.185843016
2005,139.3989309,35.66947661,3.55897293,1.185843016
2006,139.3989309,35.66947661,3.55897293,1.185843016
2007,139.3989309,35.66947661,3.55897293,1.185843016
2008,139.3989309,35.66947661,3.55897293,1.185843016
1999,139.3989309,35.67340258,3.178844289,0.840382261
2000,139.3989309,35.67340258,3.178844289,0.840382261
2001,139.3989309,35.67340258,3.178844289,0.840382261
2002,139.3989309,35.67340258,3.178844289,0.840382261
2003,139.3989309,35.67340258,3.178844289,0.840382261
2004,139.3989309,35.67340258,3.178844289,0.840382261
2005,139.3989309,35.67340258,3.178844289,0.840382261
2006,139.3989309,35.67340258,3.178844289,0.840382261
2007,139.3989309,35.67340258,3.178844289,0.840382261
2008,139.3989309,35.67340258,3.178844289,0.840382261
1999,139.3989309,35.67732856,2.814893954,0.62134958
2000,139.3989309,35.67732856,2.814893954,0.62134958
2001,139.3989309,35.67732856,2.814893954,0.62134958
2002,139.3989309,35.67732856,2.814893954,0.62134958
2003,139.3989309,35.67732856,2.814893954,0.62134958
2004,139.3989309,35.67732856,2.814893954,0.62134958
2005,139.3989309,35.67732856,2.814893954,0.62134958
2006,139.3989309,35.67732856,2.814893954,0.62134958
2007,139.3989309,35.67732856,2.814893954,0.62134958
2008,139.3989309,35.67732856,2.814893954,0.62134958
1999,139.3989309,35.68125454,2.474271449,0.667624539
2000,139.3989309,35.68125454,2.474271449,0.667624539
2001,139.3989309,35.68125454,2.474271449,0.667624539
2002,139.3989309,35.68125454,2.474271449,0.667624539
2003,139.3989309,35.68125454,2.474271449,0.667624539
2004,139.3989309,35.68125454,2.474271449,0.667624539
2005,139.3989309,35.68125454,2.474271449,0.667624539
2006,139.3989309,35.68125454,2.474271449,0.667624539
2007,139.3989309,35.68125454,2.474271449,0.667624539
2008,139.3989309,35.68125454,2.474271449,0.667624539
1999,139.3989309,35.68518051,2.168000162,0.940842186
2000,139.3989309,35.68518051,2.168000162,0.940842186
2001,139.3989309,35.68518051,2.168000162,0.940842186
2002,139.3989309,35.68518051,2.168000162,0.940842186
2003,139.3989309,35.68518051,2.168000162,0.940842186
2004,139.3989309,35.68518051,2.168000162,0.940842186
2005,139.3989309,35.68518051,2.168000162,0.940842186
2006,139.3989309,35.68518051,2.168000162,0.940842186
2007,139.3989309,35.68518051,2.168000162,0.940842186
2008,139.3989309,35.68518051,2.168000162,0.940842186
1999,139.3989309,35.68910649,1.912653777,1.151326489
2000,139.3989309,35.68910649,1.912653777,1.151326489
2001,139.3989309,35.68910649,1.912653777,1.151326489
2002,139.3989309,35.68910649,1.912653777,1.151326489
2003,139.3989309,35.68910649,1.912653777,1.151326489
2004,139.3989309,35.68910649,1.912653777,1.151326489
2005,139.3989309,35.68910649,1.912653777,1.151326489
2006,139.3989309,35.68910649,1.912653777,1.151326489
2007,139.3989309,35.68910649,1.912653777,1.151326489
2008,139.3989309,35.68910649,1.912653777,1.151326489
1999,139.3989309,35.69303246,1.7309184,1.203481105
2000,139.3989309,35.69303246,1.7309184,1.203481105
2001,139.3989309,35.69303246,1.7309184,1.203481105
2002,139.3989309,35.69303246,1.7309184,1.203481105
2003,139.3989309,35.69303246,1.7309184,1.203481105
2004,139.3989309,35.69303246,1.7309184,1.203481105
2005,139.3989309,35.69303246,1.7309184,1.203481105
2006,139.3989309,35.69303246,1.7309184,1.203481105
2007,139.3989309,35.69303246,1.7309184,1.203481105
2008,139.3989309,35.69303246,1.7309184,1.203481105
1999,139.3989309,35.69695844,1.647339314,0.955487028
2000,139.3989309,35.69695844,1.647339314,0.955487028
2001,139.3989309,35.69695844,1.647339314,0.955487028
2002,139.3989309,35.69695844,1.647339314,0.955487028
2003,139.3989309,35.69695844,1.647339314,0.955487028
2004,139.3989309,35.69695844,1.647339314,0.955487028
2005,139.3989309,35.69695844,1.647339314,0.955487028
2006,139.3989309,35.69695844,1.647339314,0.955487028
2007,139.3989309,35.69695844,1.647339314,0.955487028
2008,139.3989309,35.69695844,1.647339314,0.955487028
1999,139.3989309,35.70088442,1.676660189,0.682316907
2000,139.3989309,35.70088442,1.676660189,0.682316907
2001,139.3989309,35.70088442,1.676660189,0.682316907
2002,139.3989309,35.70088442,1.676660189,0.682316907
2003,139.3989309,35.70088442,1.676660189,0.682316907
2004,139.3989309,35.70088442,1.676660189,0.682316907
2005,139.3989309,35.70088442,1.676660189,0.682316907
2006,139.3989309,35.70088442,1.676660189,0.682316907
2007,139.3989309,35.70088442,1.676660189,0.682316907
2008,139.3989309,35.70088442,1.676660189,0.682316907
1999,139.3989309,35.70481039,1.813412868,0.630849847
2000,139.3989309,35.70481039,1.813412868,0.630849847
2001,139.3989309,35.70481039,1.813412868,0.630849847
2002,139.3989309,35.70481039,1.813412868,0.630849847
2003,139.3989309,35.70481039,1.813412868,0.630849847
2004,139.3989309,35.70481039,1.813412868,0.630849847
2005,139.3989309,35.70481039,1.813412868,0.630849847
2006,139.3989309,35.70481039,1.813412868,0.630849847
2007,139.3989309,35.70481039,1.813412868,0.630849847
2008,139.3989309,35.70481039,1.813412868,0.630849847
1999,139.3989309,35.70873637,2.03606418,0.842734221
2000,139.3989309,35.70873637,2.03606418,0.842734221
2001,139.3989309,35.70873637,2.03606418,0.842734221
2002,139.3989309,35.70873637,2.03606418,0.842734221
2003,139.3989309,35.70873637,2.03606418,0.842734221
2004,139.3989309,35.70873637,2.03606418,0.842734221
2005,139.3989309,35.70873637,2.03606418,0.842734221
2006,139.3989309,35.70873637,2.03606418,0.842734221
2007,139.3989309,35.70873637,2.03606418,0.842734221
2008,139.3989309,35.70873637,2.03606418,0.842734221
1999,139.3989309,35.71266235,2.320013518,1.184164124
2000,139.3989309,35.71266235,2.320013518,1.184164124
2001,139.3989309,35.71266235,2.320013518,1.184164124
2002,139.3989309,35.71266235,2.320013518,1.184164124
2003,139.3989309,35.71266235,2.320013518,1.184164124
2004,139.3989309,35.71266235,2.320013518,1.184164124
2005,139.3989309,35.71266235,2.320013518,1.184164124
2006,139.3989309,35.71266235,2.320013518,1.184164124
2007,139.3989309,35.71266235,2.320013518,1.184164124
2008,139.3989309,35.71266235,2.320013518,1.184164124
1999,139.3989309,35.71658832,2.64559679,1.54250219
2000,139.3989309,35.71658832,2.64559679,1.54250219
2001,139.3989309,35.71658832,2.64559679,1.54250219
2002,139.3989309,35.71658832,2.64559679,1.54250219
2003,139.3989309,35.71658832,2.64559679,1.54250219
2004,139.3989309,35.71658832,2.64559679,1.54250219
2005,139.3989309,35.71658832,2.64559679,1.54250219
2006,139.3989309,35.71658832,2.64559679,1.54250219
2007,139.3989309,35.71658832,2.64559679,1.54250219
2008,139.3989309,35.71658832,2.64559679,1.54250219
1999,139.3989309,35.7205143,2.999285964,1.177028491
2000,139.3989309,35.7205143,2.999285964,1.177028491
2001,139.3989309,35.7205143,2.999285964,1.177028491
2002,139.3989309,35.7205143,2.999285964,1.177028491
2003,139.3989309,35.7205143,2.999285964,1.177028491
2004,139.3989309,35.7205143,2.999285964,1.177028491
2005,139.3989309,35.7205143,2.999285964,1.177028491
2006,139.3989309,35.7205143,2.999285964,1.177028491
2007,139.3989309,35.7205143,2.999285964,1.177028491
2008,139.3989309,35.7205143,2.999285964,1.177028491
1999,139.3989309,35.72444027,3.372249172,0.878233112
2000,139.3989309,35.72444027,3.372249172,0.878233112
2001,139.3989309,35.72444027,3.372249172,0.878233112
2002,139.3989309,35.72444027,3.372249172,0.878233112
2003,139.3989309,35.72444027,3.372249172,0.878233112
2004,139.3989309,35.72444027,3.372249172,0.878233112
2005,139.3989309,35.72444027,3.372249172,0.878233112
2006,139.3989309,35.72444027,3.372249172,0.878233112
2007,139.3989309,35.72444027,3.372249172,0.878233112
2008,139.3989309,35.72444027,3.372249172,0.878233112
1999,139.3989309,35.72836625,3.758753375,0.732806249
2000,139.3989309,35.72836625,3.758753375,0.732806249
2001,139.3989309,35.72836625,3.758753375,0.732806249
2002,139.3989309,35.72836625,3.758753375,0.732806249
2003,139.3989309,35.72836625,3.758753375,0.732806249
2004,139.3989309,35.72836625,3.758753375,0.732806249
2005,139.3989309,35.72836625,3.758753375,0.732806249
2006,139.3989309,35.72836625,3.758753375,0.732806249
2007,139.3989309,35.72836625,3.758753375,0.732806249
2008,139.3989309,35.72836625,3.758753375,0.732806249
1999,139.3989309,35.73229223,4.155021499,0.826154263
2000,139.3989309,35.73229223,4.155021499,0.826154263
2001,139.3989309,35.73229223,4.155021499,0.826154263
2002,139.3989309,35.73229223,4.155021499,0.826154263
2003,139.3989309,35.73229223,4.155021499,0.826154263
2004,139.3989309,35.73229223,4.155021499,0.826154263
2005,139.3989309,35.73229223,4.155021499,0.826154263
2006,139.3989309,35.73229223,4.155021499,0.826154263
2007,139.3989309,35.73229223,4.155021499,0.826154263
2008,139.3989309,35.73229223,4.155021499,0.826154263
1999,139.3989309,35.76370004,7.485007089,2.49192051
2000,139.3989309,35.76370004,7.485007089,2.49192051
2001,139.3989309,35.76370004,7.485007089,2.49192051
2002,139.3989309,35.76370004,7.485007089,2.49192051
2003,139.3989309,35.76370004,7.485007089,2.49192051
2004,139.3989309,35.76370004,7.485007089,2.49192051
2005,139.3989309,35.76370004,7.485007089,2.49192051
2006,139.3989309,35.76370004,7.485007089,2.49192051
2007,139.3989309,35.76370004,7.485007089,2.49192051
2008,139.3989309,35.76370004,7.485007089,2.49192051
1999,139.4029835,35.61058696,9.766571384,1.170926806
2000,139.4029835,35.61058696,9.766571384,1.170926806
2001,139.4029835,35.61058696,9.766571384,1.170926806
2002,139.4029835,35.61058696,9.766571384,1.170926806
2003,139.4029835,35.61058696,9.766571384,1.170926806
2004,139.4029835,35.61058696,9.766571384,1.170926806
2005,139.4029835,35.61058696,9.766571384,1.170926806
2006,139.4029835,35.61058696,9.766571384,1.170926806
2007,139.4029835,35.61058696,9.766571384,1.170926806
2008,139.4029835,35.61058696,9.766571384,1.170926806
1999,139.4029835,35.61451294,9.334209408,0.991281089
2000,139.4029835,35.61451294,9.334209408,0.991281089
2001,139.4029835,35.61451294,9.334209408,0.991281089
2002,139.4029835,35.61451294,9.334209408,0.991281089
2003,139.4029835,35.61451294,9.334209408,0.991281089
2004,139.4029835,35.61451294,9.334209408,0.991281089
2005,139.4029835,35.61451294,9.334209408,0.991281089
2006,139.4029835,35.61451294,9.334209408,0.991281089
2007,139.4029835,35.61451294,9.334209408,0.991281089
2008,139.4029835,35.61451294,9.334209408,0.991281089
1999,139.4029835,35.64592075,5.893485237,0.304506309
2000,139.4029835,35.64592075,5.893485237,0.304506309
2001,139.4029835,35.64592075,5.893485237,0.304506309
2002,139.4029835,35.64592075,5.893485237,0.304506309
2003,139.4029835,35.64592075,5.893485237,0.304506309
2004,139.4029835,35.64592075,5.893485237,0.304506309
2005,139.4029835,35.64592075,5.893485237,0.304506309
2006,139.4029835,35.64592075,5.893485237,0.304506309
2007,139.4029835,35.64592075,5.893485237,0.304506309
2008,139.4029835,35.64592075,5.893485237,0.304506309
1999,139.4029835,35.64984673,5.467453275,0.172390464
2000,139.4029835,35.64984673,5.467453275,0.172390464
2001,139.4029835,35.64984673,5.467453275,0.172390464
2002,139.4029835,35.64984673,5.467453275,0.172390464
2003,139.4029835,35.64984673,5.467453275,0.172390464
2004,139.4029835,35.64984673,5.467453275,0.172390464
2005,139.4029835,35.64984673,5.467453275,0.172390464
2006,139.4029835,35.64984673,5.467453275,0.172390464
2007,139.4029835,35.64984673,5.467453275,0.172390464
2008,139.4029835,35.64984673,5.467453275,0.172390464
1999,139.4029835,35.6537727,5.043088009,0.549364396
2000,139.4029835,35.6537727,5.043088009,0.549364396
2001,139.4029835,35.6537727,5.043088009,0.549364396
2002,139.4029835,35.6537727,5.043088009,0.549364396
2003,139.4029835,35.6537727,5.043088009,0.549364396
2004,139.4029835,35.6537727,5.043088009,0.549364396
2005,139.4029835,35.6537727,5.043088009,0.549364396
2006,139.4029835,35.6537727,5.043088009,0.549364396
2007,139.4029835,35.6537727,5.043088009,0.549364396
2008,139.4029835,35.6537727,5.043088009,0.549364396
1999,139.4029835,35.65769868,4.620848654,0.905113535
2000,139.4029835,35.65769868,4.620848654,0.905113535
2001,139.4029835,35.65769868,4.620848654,0.905113535
2002,139.4029835,35.65769868,4.620848654,0.905113535
2003,139.4029835,35.65769868,4.620848654,0.905113535
2004,139.4029835,35.65769868,4.620848654,0.905113535
2005,139.4029835,35.65769868,4.620848654,0.905113535
2006,139.4029835,35.65769868,4.620848654,0.905113535
2007,139.4029835,35.65769868,4.620848654,0.905113535
2008,139.4029835,35.65769868,4.620848654,0.905113535
1999,139.4029835,35.66162465,4.201376224,1.117124546
2000,139.4029835,35.66162465,4.201376224,1.117124546
2001,139.4029835,35.66162465,4.201376224,1.117124546
2002,139.4029835,35.66162465,4.201376224,1.117124546
2003,139.4029835,35.66162465,4.201376224,1.117124546
2004,139.4029835,35.66162465,4.201376224,1.117124546
2005,139.4029835,35.66162465,4.201376224,1.117124546
2006,139.4029835,35.66162465,4.201376224,1.117124546
2007,139.4029835,35.66162465,4.201376224,1.117124546
2008,139.4029835,35.66162465,4.201376224,1.117124546
1999,139.4029835,35.66555063,3.785590618,1.180328981
2000,139.4029835,35.66555063,3.785590618,1.180328981
2001,139.4029835,35.66555063,3.785590618,1.180328981
2002,139.4029835,35.66555063,3.785590618,1.180328981
2003,139.4029835,35.66555063,3.785590618,1.180328981
2004,139.4029835,35.66555063,3.785590618,1.180328981
2005,139.4029835,35.66555063,3.785590618,1.180328981
2006,139.4029835,35.66555063,3.785590618,1.180328981
2007,139.4029835,35.66555063,3.785590618,1.180328981
2008,139.4029835,35.66555063,3.785590618,1.180328981
1999,139.4029835,35.66947661,3.374854775,1.190652015
2000,139.4029835,35.66947661,3.374854775,1.190652015
2001,139.4029835,35.66947661,3.374854775,1.190652015
2002,139.4029835,35.66947661,3.374854775,1.190652015
2003,139.4029835,35.66947661,3.374854775,1.190652015
2004,139.4029835,35.66947661,3.374854775,1.190652015
2005,139.4029835,35.66947661,3.374854775,1.190652015
2006,139.4029835,35.66947661,3.374854775,1.190652015
2007,139.4029835,35.66947661,3.374854775,1.190652015
2008,139.4029835,35.66947661,3.374854775,1.190652015
1999,139.4029835,35.67340258,2.971263611,0.871083846
2000,139.4029835,35.67340258,2.971263611,0.871083846
2001,139.4029835,35.67340258,2.971263611,0.871083846
2002,139.4029835,35.67340258,2.971263611,0.871083846
2003,139.4029835,35.67340258,2.971263611,0.871083846
2004,139.4029835,35.67340258,2.971263611,0.871083846
2005,139.4029835,35.67340258,2.971263611,0.871083846
2006,139.4029835,35.67340258,2.971263611,0.871083846
2007,139.4029835,35.67340258,2.971263611,0.871083846
2008,139.4029835,35.67340258,2.971263611,0.871083846
1999,139.4029835,35.67732856,2.578174627,0.692629903
2000,139.4029835,35.67732856,2.578174627,0.692629903
2001,139.4029835,35.67732856,2.578174627,0.692629903
2002,139.4029835,35.67732856,2.578174627,0.692629903
2003,139.4029835,35.67732856,2.578174627,0.692629903
2004,139.4029835,35.67732856,2.578174627,0.692629903
2005,139.4029835,35.67732856,2.578174627,0.692629903
2006,139.4029835,35.67732856,2.578174627,0.692629903
2007,139.4029835,35.67732856,2.578174627,0.692629903
2008,139.4029835,35.67732856,2.578174627,0.692629903
1999,139.4029835,35.68125454,2.201221397,0.761905222
2000,139.4029835,35.68125454,2.201221397,0.761905222
2001,139.4029835,35.68125454,2.201221397,0.761905222
2002,139.4029835,35.68125454,2.201221397,0.761905222
2003,139.4029835,35.68125454,2.201221397,0.761905222
2004,139.4029835,35.68125454,2.201221397,0.761905222
2005,139.4029835,35.68125454,2.201221397,0.761905222
2006,139.4029835,35.68125454,2.201221397,0.761905222
2007,139.4029835,35.68125454,2.201221397,0.761905222
2008,139.4029835,35.68125454,2.201221397,0.761905222
1999,139.4029835,35.68518051,1.850292176,0.866835257
2000,139.4029835,35.68518051,1.850292176,0.866835257
2001,139.4029835,35.68518051,1.850292176,0.866835257
2002,139.4029835,35.68518051,1.850292176,0.866835257
2003,139.4029835,35.68518051,1.850292176,0.866835257
2004,139.4029835,35.68518051,1.850292176,0.866835257
2005,139.4029835,35.68518051,1.850292176,0.866835257
2006,139.4029835,35.68518051,1.850292176,0.866835257
2007,139.4029835,35.68518051,1.850292176,0.866835257
2008,139.4029835,35.68518051,1.850292176,0.866835257
1999,139.4029835,35.68910649,1.543243631,0.703138093
2000,139.4029835,35.68910649,1.543243631,0.703138093
2001,139.4029835,35.68910649,1.543243631,0.703138093
2002,139.4029835,35.68910649,1.543243631,0.703138093
2003,139.4029835,35.68910649,1.543243631,0.703138093
2004,139.4029835,35.68910649,1.543243631,0.703138093
2005,139.4029835,35.68910649,1.543243631,0.703138093
2006,139.4029835,35.68910649,1.543243631,0.703138093
2007,139.4029835,35.68910649,1.543243631,0.703138093
2008,139.4029835,35.68910649,1.543243631,0.703138093
1999,139.4029835,35.69303246,1.311272261,0.78563176
2000,139.4029835,35.69303246,1.311272261,0.78563176
2001,139.4029835,35.69303246,1.311272261,0.78563176
2002,139.4029835,35.69303246,1.311272261,0.78563176
2003,139.4029835,35.69303246,1.311272261,0.78563176
2004,139.4029835,35.69303246,1.311272261,0.78563176
2005,139.4029835,35.69303246,1.311272261,0.78563176
2006,139.4029835,35.69303246,1.311272261,0.78563176
2007,139.4029835,35.69303246,1.311272261,0.78563176
2008,139.4029835,35.69303246,1.311272261,0.78563176
1999,139.4029835,35.69695844,1.198784071,1.058227582
2000,139.4029835,35.69695844,1.198784071,1.058227582
2001,139.4029835,35.69695844,1.198784071,1.058227582
