px,py,tachid,ekid
139.4191939,35.6537727,4.936927964,0.943060159
139.4232465,35.6537727,5.012001777,0.986895877
139.4272991,35.6537727,5.125600008,0.603798261
139.4313517,35.6537727,5.275234459,0.3998634
139.4354043,35.6537727,5.457942038,0.599932221
139.4394569,35.6537727,5.670526741,0.887444081
139.4435095,35.6537727,5.909765247,0.499275285
139.4475621,35.6537727,6.172559158,0.340153135
139.4516147,35.6537727,6.456032634,0.621966263
139.4556673,35.6537727,6.75758372,0.667918665
139.3624575,35.64984673,7.802013197,0.871559428
139.3665101,35.64984673,7.48013239,0.78751856
139.3705627,35.64984673,7.172033237,0.940991319
139.3746153,35.64984673,6.879567607,0.650181606
139.3786679,35.64984673,6.604812616,0.312790716
139.3827205,35.64984673,6.350067596,0.421484847
139.3867731,35.64984673,6.117832686,0.813738565
139.3908257,35.64984673,5.910761762,0.618806813
139.3948783,35.64984673,5.731582851,0.640768481
139.3989309,35.64984673,5.582982078,0.561346858
139.4029835,35.64984673,5.467453275,0.172390464
139.4070361,35.64984673,5.387124584,0.149340536
139.4110887,35.64984673,5.343583702,0.597846232
139.4151413,35.64984673,5.337730961,0.770785028
139.4191939,35.64984673,5.369689597,1.111079894
139.4232465,35.64984673,5.438793108,1.229784919
139.4272991,35.64984673,5.543652595,0.9502525
139.4313517,35.64984673,5.68228891,0.835642395
139.4354043,35.64984673,5.852302106,0.947800688
139.4394569,35.64984673,6.051048022,0.829809241
139.4435095,35.64984673,6.275797473,0.387688262
139.4475621,35.64984673,6.523863518,0.129346563
139.4516147,35.64984673,6.792692104,0.536533699
139.4556673,35.64984673,7.079918529,0.981690287
139.4597199,35.64984673,7.383395984,1.099627145
139.4637725,35.64984673,7.701203521,1.2777808
139.4678251,35.64984673,8.03164022,1.568750209
139.3665101,35.64592075,7.796954757,0.355569864
139.3705627,35.64592075,7.501878676,0.625866685
139.3746153,35.64592075,7.222781554,0.605995426
139.3786679,35.64592075,6.961585496,0.205748313
139.3827205,35.64592075,6.720378069,0.34949079
139.3867731,35.64592075,6.501384444,0.778886891
139.3908257,35.64592075,6.30691902,1.041595404
139.3948783,35.64592075,6.139313064,1.033545969
139.3989309,35.64592075,6.000817594,0.614911306
139.4029835,35.64592075,5.893485237,0.304506309
139.4070361,35.64592075,5.81904066,0.438417873
139.4110887,35.64592075,5.77875503,0.519147317
139.4191939,35.64592075,5.802903523,1.051010238
139.4232465,35.64592075,5.866906628,1.257574611
139.4272991,35.64592075,5.964244044,1.349519009
139.4313517,35.64592075,6.093318486,1.27142438
139.4354043,35.64592075,6.252164654,1.347793711
139.4394569,35.64592075,6.438579431,0.984593328
139.4435095,35.64592075,6.650244871,0.656614678
139.4475621,35.64592075,6.884832469,0.545500853
139.4516147,35.64592075,7.140083259,0.754128011
139.4556673,35.64592075,7.413863318,1.11559691
139.4597199,35.64592075,7.704197504,1.524832255
139.4637725,35.64592075,8.009285773,1.660351822
139.4678251,35.64592075,8.327506682,1.893415332
139.3827205,35.64199477,7.098127822,0.668170949
139.3867731,35.64199477,6.89114917,0.964869625
139.3908257,35.64199477,6.7079926,1.349149325
139.3948783,35.64199477,6.550656615,1.229242514
139.3989309,35.64199477,6.421039557,0.906055077
139.4232465,35.64199477,6.296072631,0.945953855
139.4272991,35.64199477,6.386872803,1.274065981
139.4313517,35.64199477,6.507570004,1.533392925
139.4354043,35.64199477,6.656538143,1.604079068
139.4394569,35.64199477,6.831928152,1.276745448
139.4435095,35.64199477,7.031763223,1.044891263
139.4475621,35.64199477,7.254023388,0.978890237
139.4516147,35.64199477,7.496714356,1.10876687
139.4556673,35.64199477,7.757918953,1.380293948
139.4597199,35.64199477,8.035832027,1.727937592
139.4637725,35.64199477,8.32878117,2.064128592
139.4678251,35.64199477,8.635236229,2.25585467
139.4272991,35.6380688,6.811159641,0.909057373
139.4313517,35.6380688,6.924465237,1.246769845
139.4354043,35.6380688,7.06464801,1.639266396
139.4394569,35.6380688,7.230144793,1.298868453
139.4435095,35.6380688,7.419261788,1.009844965
139.4475621,35.6380688,7.630242904,0.870186175
139.4516147,35.6380688,7.861327979,0.948351537
139.4556673,35.6380688,8.110798847,1.202591713
139.4597199,35.6380688,8.377013061,1.548480724
139.4637725,35.6380688,8.658426372,1.937541691
139.4678251,35.6380688,8.953605765,2.135751826
139.4313517,35.63414282,7.343553945,1.066485114
139.4354043,35.63414282,7.475882371,1.480800181
139.4394569,35.63414282,7.632467455,1.058672394
139.4435095,35.63414282,7.81185069,0.673435098
139.4475621,35.63414282,8.012501014,0.4369805
139.4516147,35.63414282,8.232863616,0.577146962
139.4556673,35.63414282,8.471400337,0.938059063
139.4597199,35.63414282,8.72662097,1.353336813
139.4637725,35.63414282,8.99710581,1.751479149
139.4678251,35.63414282,9.281520453,1.715186454
139.4272991,35.63021685,7.663604986,0.61000859
139.4313517,35.63021685,7.764480957,0.971279657
139.4354043,35.63021685,7.889752672,1.357635691
139.4394569,35.63021685,8.038279632,0.96364378
139.4435095,35.63021685,8.20879962,0.514375849
139.4475621,35.63021685,8.399973362,0.067038824
139.4516147,35.63021685,8.610425269,0.382937152
139.4556673,35.63021685,8.838778403,0.832764704
139.4597199,35.63021685,9.083682818,1.282600006
139.4637725,35.63021685,9.343837165,1.317395824
139.4191939,35.62629087,7.973174896,0.48166144
139.4232465,35.62629087,8.019876683,0.156179764
139.4272991,35.62629087,8.091355612,0.358004261
139.4313517,35.62629087,8.186962733,0.78900864
139.4354043,35.62629087,8.305864885,1.233536278
139.4394569,35.62629087,8.447078413,1.04289106
139.4435095,35.62629087,8.60950553,0.650841719
139.4475621,35.62629087,8.791970584,0.405311799
139.4516147,35.62629087,8.993254004,0.556479918
139.4556673,35.62629087,9.212122335,0.927238737
139.4597199,35.62629087,9.447353482,1.051731584
139.4637725,35.62629087,9.697756814,0.88498507
139.4110887,35.62236489,8.39111714,0.647069117
139.4151413,35.62236489,8.387391244,0.750001897
139.4191939,35.62236489,8.407765842,0.431566209
139.4232465,35.62236489,8.452066643,0.17315294
139.4272991,35.62236489,8.519920432,0.43176197
139.4313517,35.62236489,8.610770426,0.825097559
139.4354043,35.62236489,8.723898212,1.256926051
139.4394569,35.62236489,8.85845033,1.275322885
139.4435095,35.62236489,9.013467368,0.981030907
139.4475621,35.62236489,9.187913544,0.83851318
139.4516147,35.62236489,9.38070499,0.92113875
139.4556673,35.62236489,9.590735449,1.123063085
139.4597199,35.62236489,9.816898509,0.730493265
139.4070361,35.61843892,8.853072583,0.555343515
139.4110887,35.61843892,8.826645436,0.21794791
139.4151413,35.61843892,8.823103461,0.437385065
139.4191939,35.61843892,8.842474159,0.721328851
139.4232465,35.61843892,8.884607664,0.603363787
139.4272991,35.61843892,8.949182475,0.782617365
139.4313517,35.61843892,9.035717466,1.057757817
139.4354043,35.61843892,9.143589165,1.420538178
139.4394569,35.61843892,9.272052903,1.595333641
139.4435095,35.61843892,9.420266281,1.371518358
139.4475621,35.61843892,9.587313392,1.273477648
139.4516147,35.61843892,9.772228451,1.329337264
139.4029835,35.61451294,9.334209408,0.991281089
139.4070361,35.61451294,9.287385597,0.563048433
139.4110887,35.61451294,9.262197727,0.236893244
139.4151413,35.61451294,9.258822374,0.447127289
139.4191939,35.61451294,9.277283348,0.865122389
139.4232465,35.61451294,9.317450854,1.038233137
139.4272991,35.61451294,9.379046009,1.151681435
139.4313517,35.61451294,9.461650342,1.391665004
139.4354043,35.61451294,9.564719541,1.683985926
139.4394569,35.61451294,9.687600431,1.960496025
139.4435095,35.61451294,9.829550034,1.783120254
139.4475621,35.61451294,9.98975551,1.708859431
139.3948783,35.61058696,9.916849967,1.655888152
139.3989309,35.61058696,9.831711965,1.549319259
139.4029835,35.61058696,9.766571384,1.170926806
139.4191939,35.61058696,9.712179861,1.066240186
139.4232465,35.61058696,9.750555971,1.445714911
139.4272991,35.61058696,9.80943196,1.555655676
139.4313517,35.61058696,9.888441664,1.753059096
139.4354043,35.61058696,9.98710725,2.008358224
139.4394569,35.61058696,10.10485297,2.310257432
139.4435095,35.61058696,10.24102071,2.204038871
139.4272991,35.60666099,10.24027446,1.973213954
139.4354043,35.60666099,10.41059925,2.367400698
