year,px,py,y,tachid,ekid,city
2001,139.45549,35.64127,12.21106019,7.810880905,1.435875603,Tama
2001,139.44834,35.64136,12.25486281,7.358975778,1.065241811,Tama
2001,139.4239,35.64306,12.16525065,6.192446725,1.067118658,Tama
2001,139.44243,35.64388,12.26904744,6.790580032,0.863106766,Tama
2001,139.38819,35.64451,12.14950229,6.57120729,0.929073583,Hino
2001,139.43094,35.64464,12.34583459,6.214522934,1.434329375,Tama
2001,139.369,35.64555,12.29682701,7.645293772,0.533889391,Hino
2001,139.45113,35.6456,12.46458334,7.137675612,0.791350223,Tama
2001,139.43347,35.64643,12.21602298,6.119991977,1.269314928,Tama
2001,139.46107,35.64695,12.24047407,7.720597982,1.461668329,Tama
2001,139.44737,35.64718,12.44114477,6.75599608,0.411945568,Tama
2001,139.37153,35.64732,12.22587527,7.313886021,0.87747032,Hino
2001,139.36592,35.64734,12.14419724,7.726617049,0.51357581,Hino
2001,139.3857,35.6478,12.37581542,6.374444263,0.571484209,Hino
2001,139.42894,35.64784,12.07254125,5.808369927,1.097617972,Hino
2001,139.4518,35.64834,12.84000047,6.936749049,0.679238137,Tama
2001,139.4482,35.64851,12.59133505,6.686241825,0.331710932,Tama
2001,139.38243,35.6486,12.28765263,6.483889509,0.220205538,Hino
2001,139.44625,35.64907,13.18439877,6.512098173,0.178990609,Tama
2001,139.40799,35.64913,12.20607265,5.452468261,0.486382685,Hino
2001,139.39202,35.64932,12.17044547,5.908138564,0.702292404,Hino
2001,139.44096,35.64947,12.55672952,6.167587643,0.59472438,Tama
2001,139.45209,35.65191,12.47227569,6.647905806,0.673683294,Tama
2001,139.37484,35.653,12.35449265,6.595143147,0.851828989,Hino
2001,139.38246,35.65306,12.36734079,6.069848931,0.608693862,Hino
2001,139.44165,35.65371,12.42118403,5.802890944,0.604595079,Tama
2001,139.41159,35.65392,12.19095901,4.88872417,0.158867385,Hino
2001,139.36303,35.65408,12.28303369,7.44074508,1.275871646,Hino
2001,139.4432,35.65437,12.44901882,5.836084845,0.526102593,Tama
2001,139.38038,35.65442,12.44901882,6.084415427,0.489482933,Hino
2001,139.39814,35.6551,12.18586994,5.057910941,0.572255654,Hino
2001,139.39169,35.65605,12.46458334,5.25263562,0.158216166,Hino
2001,139.42258,35.65627,12.14950229,4.725869983,0.928057236,Hino
2001,139.40679,35.65639,12.27839331,4.673288794,0.451047652,Hino
2001,139.41792,35.6567,12.09514108,4.598410086,0.725258728,Hino
2001,139.42679,35.65681,12.34147728,4.786407992,0.455546073,Hino
2001,139.43359,35.65784,12.39669301,4.964038548,0.309927934,Hino
2001,139.43101,35.65801,12.82125828,4.825886077,0.058869086,Hino
2001,139.39728,35.65984,12.38421883,4.603850011,0.673308148,Hino
2001,139.36708,35.65986,12.42118403,6.683283049,1.15009398,Hino
2001,139.42729,35.66033,12.46458334,4.435196608,0.501759246,Hino
2001,139.37987,35.66123,13.17305649,5.542814311,0.276559917,Hino
2001,139.38808,35.66161,12.4292162,4.934980697,0.870410438,Hino
2001,139.41222,35.66202,13.27594247,3.987654222,0.19544363,Hino
2001,139.3758,35.66297,12.56024446,5.725000127,0.697294158,Hino
2001,139.39014,35.66496,12.45683136,4.499335538,1.095791219,Hino
2001,139.42009,35.66544,12.30138283,3.672520179,0.686212303,Hino
2001,139.4051,35.66762,12.23563145,3.49692487,1.175910083,Hino
2001,139.37742,35.66859,12.50617724,5.181498603,1.140320128,Hino
2001,139.38659,35.66871,12.56024446,4.426616371,1.293153997,Hino
