"s1","s2","time","z"
0.227025169879198,0.0251586968079209,2017-12-01,1.21362497150492
0.747712324839085,0.0389354524668306,2017-12-01,0.347813253340098
0.717718615429476,0.55666848202236,2017-12-01,0.464170995856509
0.0951648713089526,0.219660270027816,2017-12-01,0.503236030346398
0.47922472585924,0.746814439538866,2017-12-01,0.944631052081368
0.127142050070688,0.548451942158863,2017-12-01,0.535140331756366
0.264237005030736,0.316101830685511,2017-12-01,1.12836873179984
0.227041788864881,0.198190840892494,2017-12-01,0.438294392934892
0.184503210475668,0.881732020992786,2017-12-01,0.422296665476827
0.0172559637576342,0.161363870836794,2017-12-01,0.239556131795188
0.934820265276358,0.789716308237985,2017-12-01,0.730292891556958
0.121039894642308,0.921758247772232,2017-12-01,0.405176034665585
0.406425643712282,0.521260639186949,2017-12-01,1.43725519774716
0.789167857030407,0.0203643825370818,2017-12-01,0.418568276464791
0.105868488550186,0.121535250218585,2017-12-01,0.376826590938084
0.341594616649672,0.220305431401357,2017-12-01,0.539389382786037
0.333594424650073,0.626784958876669,2017-12-01,0.412510651183785
0.774401936912909,0.716503412462771,2017-12-01,0.494437780644797
0.537167157977819,0.374187414767221,2017-12-01,1.11368638600808
0.787171488394961,0.430000867228955,2017-12-01,0.53946471185328
0.797589224996045,0.18782216636464,2017-12-01,1.11748653913332
0.223905894672498,0.17068098206073,2017-12-01,0.540417568746936
0.466157538117841,0.560121854767203,2017-12-01,1.29967611880002
0.32234396552667,0.952005691127852,2017-12-01,0.538076918575594
0.544530030107126,0.718828025972471,2017-12-01,0.746023933631229
0.971569425193593,0.611078579211608,2017-12-01,1.50013455477063
0.149301019264385,0.468449970474467,2017-12-01,1.04494531177107
0.363682809751481,0.0259514320641756,2017-12-01,0.891837843410385
0.787106834352016,0.801994697889313,2017-12-01,0.542757835171052
0.586609131889418,0.329534132033587,2017-12-01,0.477334462116687
0.539789478061721,0.00601890846155584,2017-12-01,0.306933189096402
0.873886008979753,0.942850269610062,2017-12-01,1.47074968315887
0.769426584709436,0.769887712784111,2017-12-01,0.5261391378332
0.450837499694899,0.976159376790747,2017-12-01,1.03834300282501
0.939054067479447,0.28400175482966,2017-12-01,1.52131111143839
0.558589052874595,0.748254963662475,2017-12-01,0.903169984294642
0.57100012502633,0.612767340848222,2017-12-01,0.89047210603271
0.107309120241553,0.512801430653781,2017-12-01,0.749707847999462
0.388762210728601,0.874437238555402,2017-12-01,1.02447190938793
0.977478005457669,0.0132819041609764,2017-12-01,1.88009778434021
0.221451952122152,0.555495660053566,2017-12-01,0.444328480577763
0.220063263550401,0.924096579663455,2017-12-01,0.421953967417446
0.282170991180465,0.535429883049801,2017-12-01,0.4964476622969
0.119221175322309,0.227849250426516,2017-12-01,0.56191592633363
0.180133660789579,0.00426723924465477,2017-12-01,0.997198074746568
0.284447416896001,0.67474200646393,2017-12-01,0.38771751801794
0.644275576109067,0.111760105704889,2017-12-01,0.359465176974879
0.960355026647449,0.114785871468484,2017-12-01,2.17690369860073
0.071094990009442,0.773117371369153,2017-12-01,0.35657429943723
0.0379184696357697,0.725970957195386,2017-12-01,0.349442045718746
0.0404609409160912,0.0783975780941546,2017-12-01,0.224193726202477
0.416924799326807,0.00510848499834538,2017-12-01,0.55592792070011
0.252264143666252,0.455259998561814,2017-12-01,1.08787081671341
0.108593236422166,0.989025634946302,2017-12-01,0.417073594898237
0.860879449406639,0.619448245270178,2017-12-01,0.948140998633707
0.151392416795716,0.237372878007591,2017-12-01,0.656487898563594
0.548879792448133,0.361664640251547,2017-12-01,0.939953497826191
0.510724522871897,0.742622322868556,2017-12-01,0.917315811207296
0.310565027175471,0.197317335521802,2017-12-01,0.47065025607778
0.682977760676295,0.0262142333667725,2017-12-01,0.342024168578809
0.748439820716158,0.0719839727971703,2017-12-01,0.381289860902569
0.952518456615508,0.581832582363859,2017-12-01,1.38951708270164
0.362614567857236,0.604207064723596,2017-12-01,0.592485416292001
0.346293529728428,0.982604904100299,2017-12-01,0.549874619164885
0.454230330651626,0.0282371218781918,2017-12-01,0.3764618912099
0.668704696698114,0.862138818949461,2017-12-01,0.738397248103318
0.529091747943312,0.17742281104438,2017-12-01,0.328608837162467
0.00282118795439601,0.659622746752575,2017-12-01,0.323167929597005
0.861873355694115,0.455581671092659,2017-12-01,0.560088752031335
0.556885670172051,0.315793792251498,2017-12-01,0.555083906591336
0.901919867144898,0.167213704204187,2017-12-01,1.94449584353245
0.950325969839469,0.429882332216948,2017-12-01,0.639380856127499
0.90016832225956,0.435299002565444,2017-12-01,0.627697594836355
0.693946446059272,0.998813308309764,2017-12-01,0.703502615132869
0.836223875638098,0.805156203918159,2017-12-01,0.611538875359171
0.463188710156828,0.33691137121059,2017-12-01,1.25611888914932
0.629099685000256,0.507219970459118,2017-12-01,0.875770349836332
0.439100827323273,0.290489595383406,2017-12-01,0.971573675688288
0.969921130919829,0.554588325321674,2017-12-01,1.31001697034984
0.279548889491707,0.265910958871245,2017-12-01,0.755722705874122
0.979468783829361,0.945077045354992,2017-12-01,1.1117531851629
0.682925201021135,0.126765631139278,2017-12-01,0.376390060444683
0.90800611441955,0.455688889371231,2017-12-01,0.628731621650134
0.669978885678574,0.654302526731044,2017-12-01,0.456046823304377
0.413064608583227,0.612352547002956,2017-12-01,0.788169009903409
0.931386237964034,0.568944267230108,2017-12-01,1.26582065523613
0.149158932967111,0.0236329433973879,2017-12-01,0.816963798847087
0.0170216606929898,0.883386893197894,2017-12-01,0.379366939824961
0.57650084933266,0.512261637486517,2017-12-01,1.21015047079668
0.508741041412577,0.670730007812381,2017-12-01,0.694243478781477
0.289366538636386,0.223625832237303,2017-12-01,0.490498161677701
0.276402591494843,0.102729415055364,2017-12-01,0.98438026040981
0.608338379301131,0.110473620006815,2017-12-01,0.348903386417052
0.390518135624006,0.375896577723324,2017-12-01,1.55627192151922
0.290983642218634,0.841916731325909,2017-12-01,0.428444429773266
0.385935724014416,0.538620322709903,2017-12-01,1.17352858861343
0.82154262624681,0.491406876128167,2017-12-01,0.487553627688316
0.232980050612241,0.987831338075921,2017-12-01,0.457916273332202
0.985718144569546,0.827752581331879,2017-12-01,0.657296772302706
0.615445851814002,0.146671165479347,2017-12-01,0.367581674546912
0.832475731614977,0.181809379486367,2017-12-01,1.39006935141448
0.236615931149572,0.407244702801108,2017-12-01,1.31772116073591
0.770901343319565,0.00814834819175303,2017-12-01,0.377493679918117
0.0587735532317311,0.786297707818449,2017-12-01,0.379163939193046
0.514899645932019,0.564716395223513,2017-12-01,1.27590100779702
0.861012595007196,0.265264114132151,2017-12-01,1.52648590923459
0.985402142396197,0.827212975826114,2017-12-01,0.670089664691653
0.396762260701507,0.324715558206663,2017-12-01,1.25448283045285
0.468283585039899,0.994529931340367,2017-12-01,0.95178245612069
0.420655518304557,0.239496344001964,2017-12-01,0.680346667241647
0.915634844917804,0.812511944910511,2017-12-01,0.702824275139654
0.482314377091825,0.0366195442620665,2017-12-01,0.317039852625307
0.942408323055133,0.855527029372752,2017-12-01,0.85111667995764
0.124178858473897,0.00116199813783169,2017-12-01,0.643013376484578
0.563707939581946,0.269030461087823,2017-12-01,0.383522424290419
0.731236714404076,0.461208982625976,2017-12-01,0.425575028845531
0.000570522155612707,0.637901386246085,2017-12-01,0.314369509737357
0.628355585271493,0.0973528381437063,2017-12-01,0.327086849126306
0.370726245688275,0.317276554880664,2017-12-01,1.18187159429955
0.0857618749141693,0.575807736022398,2017-12-01,0.379027118074063
0.676196757005528,0.663508058292791,2017-12-01,0.478215133846108
0.609157745726407,0.791351313237101,2017-12-01,0.91770030337646
0.0960991012398154,0.118293810170144,2017-12-01,0.339185059895928
0.39890470681712,0.231169059406966,2017-12-01,0.637427646572917
0.0983217679895461,0.350582031533122,2017-12-01,1.19539952238922
0.794567694189027,0.458335949108005,2017-12-01,0.456674939398034
0.817632554331794,0.0721909771673381,2017-12-01,0.695698653321708
0.405014413874596,0.243369071977213,2017-12-01,0.722270385159319
0.0025872802361846,0.518254502210766,2017-12-01,0.394179554334649
0.60858040349558,0.501254438888282,2017-12-01,1.03349847613651
0.592336924979463,0.674529788084328,2017-12-01,0.549842513051449
0.910157452803105,0.199540129397064,2017-12-01,1.92562497632438
0.393951011588797,0.522952783387154,2017-12-01,1.35472321898984
0.964200276881456,0.246978639159352,2017-12-01,1.67131121260035
0.255093980347738,0.2615110501647,2017-12-01,0.705388757671618
0.140771795995533,0.801221817964688,2017-12-01,0.37690870390377
0.525254423962906,0.405676354188472,2017-12-01,1.38799412851865
0.454066655598581,0.266299674520269,2017-12-01,0.765604955511516
0.521722374018282,0.0502015422098339,2017-12-01,0.307716918965882
0.0856974001508206,0.811852451646701,2017-12-01,0.3713531021888
0.597549495054409,0.411933311028406,2017-12-01,0.861102198720816
0.683515642071143,0.589451455278322,2017-12-01,0.510730942491596
0.54935643542558,0.0379020404070616,2017-12-01,0.300188170002698
0.62022546841763,0.287367034470662,2017-12-01,0.372162634273062
0.296236180700362,0.493830243125558,2017-12-01,0.862696385452654
0.284499722765759,0.291815681150183,2017-12-01,0.951157577111623
0.601982762338594,0.960031080758199,2017-12-01,0.952348479684958
0.167672119801864,0.629487839993089,2017-12-01,0.357482557197968
0.917387138586491,0.759347913088277,2017-12-01,0.834217368305806
0.990910422988236,0.225582466460764,2017-12-01,1.6697859312315
0.747668364550918,0.930699282558635,2017-12-01,0.952507872722317
0.492538609309122,0.87801841692999,2017-12-01,1.47598545684555
0.932809803402051,0.911954281385988,2017-12-01,1.20699806493957
0.617038996191695,0.390361216617748,2017-12-01,0.653569036522521
0.391704063396901,0.370715910103172,2017-12-01,1.5192805691354
0.196377992630005,0.292225106153637,2017-12-01,0.927493800843972
0.720078877871856,0.641883824951947,2017-12-01,0.477755120680953
0.934172073379159,0.389997333055362,2017-12-01,0.812388481345234
0.692643887130544,0.0338000932242721,2017-12-01,0.355758105911972
0.888580930186436,0.58398018614389,2017-12-01,1.07392248068543
0.22866586712189,0.814279590034857,2017-12-01,0.415068711180113
0.546568950172514,0.572280898224562,2017-12-01,1.18857920920628
0.206999191548675,0.236031974665821,2017-12-01,0.534592529892221
0.537049781996757,0.113631349755451,2017-12-01,0.330106524341881
0.969277777243406,0.826521859038621,2017-12-01,0.705599014697849
0.803233906626701,0.939973018830642,2017-12-01,1.28426404479752
0.204046824015677,0.0306616220623255,2017-12-01,1.12876926921621
0.400646861409768,0.0411253825295717,2017-12-01,0.65286356282392
0.829124875832349,0.874309754930437,2017-12-01,1.03179462764652
0.441127017373219,0.352220267057419,2017-12-01,1.4491170624799
0.395053243497387,0.307485260767862,2017-12-01,1.14935149018374
0.0308886922430247,0.87118188617751,2017-12-01,0.372062524866013
0.13586610625498,0.923051160294563,2017-12-01,0.413131571954377
0.677184424130246,0.490252809599042,2017-12-01,0.605190926498389
0.0624880669638515,0.492284960579127,2017-12-01,0.751488666147377
0.99753821385093,0.185023497324437,2017-12-01,1.86975909739148
0.113849017070606,0.261712845647708,2017-12-01,0.796703681392859
0.625332500552759,0.348247224697843,2017-12-01,0.462409154223703
0.025586555711925,0.690853481413797,2017-12-01,0.346396798041235
0.0687424391508102,0.140372309833765,2017-12-01,0.243728035196944
0.188337299507111,0.476776043185964,2017-12-01,0.931673683191808
0.800191444111988,0.832619810011238,2017-12-01,0.694331473527441
0.83482421701774,0.265586382243782,2017-12-01,1.41067800720291
0.724687710637227,0.775234733475372,2017-12-01,0.487155502225865
0.280629894929007,0.185494924196973,2017-12-01,0.501619306444313
0.642902703024447,0.390233527868986,2017-12-01,0.555362371957102
0.95878588128835,0.992025062208995,2017-12-01,1.30649186706928
0.537109044613317,0.146795924985781,2017-12-01,0.334823336343778
0.431453318335116,0.171145766507834,2017-12-01,0.3304092850985
0.724118740065023,0.132664274657145,2017-12-01,0.459902565962346
0.174124128883705,0.71197082917206,2017-12-01,0.375285872669301
0.320324381114915,0.911851749988273,2017-12-01,0.55237170844758
0.387977738399059,0.416281843557954,2017-12-01,1.67564220751002
0.0544939073733985,0.784835475031286,2017-12-01,0.360539957736533
0.277924564434215,0.154373486759141,2017-12-01,0.653959496337164
0.7154537870083,0.0122919178102165,2017-12-01,0.351426662902099
0.328546082368121,0.0822354448027909,2017-12-01,0.940240366093674
0.601455149007961,0.519093003123999,2017-12-01,1.09391722333849
0.523920817300677,0.068292502546683,2017-12-01,0.319703124607521
0.860549127915874,0.810592334251851,2017-12-01,0.67883188805068
0.532769263954833,0.0798554408829659,2017-12-01,0.317750295520654
0.111421905225143,0.154718979028985,2017-12-01,0.27529255825675
0.775893481913954,0.0672961501404643,2017-12-01,0.392732023352446
0.0629397972952574,0.437049824511632,2017-12-01,1.01420456132574
0.70528526767157,0.753689459292218,2017-12-01,0.491040893777705
0.0492558798287064,0.0121625945903361,2017-12-01,0.237215422542029
0.781316658947617,0.406420856714249,2017-12-01,0.627553556660246
0.784139262512326,0.41165281063877,2017-12-01,0.609179276563799
0.552575739799067,0.977203529328108,2017-12-01,1.03661798290905
0.85510840639472,0.22140681813471,2017-12-01,1.62790635246532
0.209872044855729,0.736711106961593,2017-12-01,0.387065971158491
0.230055250460282,0.823753194883466,2017-12-01,0.395575939715935
0.673410430550575,0.950343935750425,2017-12-01,0.670937594844672
0.444783360464498,0.0985238691791892,2017-12-01,0.353165503009029
0.660065344534814,0.692418950377032,2017-12-01,0.484429470391551
0.0778218938503414,0.28422638704069,2017-12-01,0.861785601656419
0.34324827324599,0.801075034309179,2017-12-01,0.610215513363076
0.807454800233245,0.831794714787975,2017-12-01,0.725994755651806
0.34897535527125,0.679838558426127,2017-12-01,0.413641334644319
0.0520824007689953,0.416039432166144,2017-12-01,1.00504467875481
0.863282800884917,0.343821749091148,2017-12-01,1.17987115972948
0.556919454364106,0.296874676598236,2017-12-01,0.480389782289393
0.909955336013809,0.822133605368435,2017-12-01,0.713899601892558
0.761296632234007,0.500879856059328,2017-12-01,0.454108590507481
0.545541842700914,0.496786301257089,2017-12-01,1.38436145645
0.477882002945989,0.364361931569874,2017-12-01,1.40266397699565
0.347431353293359,0.849381481064484,2017-12-01,0.717234570703661
0.568207804346457,0.313532576197758,2017-12-01,0.49039820407465
0.950769187184051,0.212108394829556,2017-12-01,1.9041070916553
0.261379009811208,0.585793458623812,2017-12-01,0.379274461468326
0.106805441435426,0.842366850702092,2017-12-01,0.396706713161881
