"year","px","py","y","tachid","ekid"
1999,139.41159,35.65392,12.3458345879053,4.88872417,0.924383693
1999,139.41173,35.75642,NA,NA,NA
1999,139.41174,35.69402,NA,NA,NA
1999,139.4119,35.74836,12.3194013308372,5.602973386,0.54392039
1999,139.4121,35.72901,12.5461099483159,3.456138707,0.709482529
1999,139.41221,35.65376,NA,NA,NA
1999,139.41222,35.66202,13.3770055957779,3.987654222,0.19544363
1999,139.41283,35.7291,NA,NA,NA
1999,139.41319,35.66118,NA,NA,NA
1999,139.41362,35.69172,12.9042073676012,0.688151324,0.64506528
1999,139.41362,35.75829,12.1335019526953,6.701960358,1.446751517
1999,139.41365,35.67847,12.4607148639038,2.158742655,1.846707976
1999,139.41401,35.68876,12.6791964021122,1.016958844,0.975755412
1999,139.41405,35.72437,12.5172270741671,2.936901219,0.473898204
1999,139.41425,35.75108,12.2643415536542,5.901576484,0.647391857
1999,139.41458,35.74192,12.4292161968444,4.885713307,0.419048865
1999,139.41459,35.7547,12.1652506510099,6.303875573,1.034964023
1999,139.41468,35.61871,12.7367008965923,8.792288556,0.31791956
1999,139.41634,35.65709,NA,NA,NA
1999,139.41634,35.69206,12.8185519230227,0.710552507,0.680640763
1999,139.41737,35.68862,12.6760762747759,1.107124252,0.908017502
1999,139.41792,35.6567,12.2922503417712,4.598410086,0.725258728
1999,139.41826,35.70108,12.8531758875887,0.611830855,0.656387585
1999,139.41839,35.72418,NA,NA,NA
1999,139.41933,35.61197,12.5389670608035,9.560340525,0.994412558
1999,139.42009,35.66544,12.4130868149145,3.672520179,0.788757592
1999,139.4202,35.72021,NA,NA,NA
1999,139.42044,35.70723,12.7068479334427,1.273483482,0.845824415
1999,139.42044,35.71926,12.6014874177848,2.483745954,0.111968483
1999,139.42061,35.75209,12.2160229763833,6.062010706,0.905688698
1999,139.42085,35.72945,12.5672374947418,3.588199756,0.436425837
1999,139.42115,35.69431,12.7854910607618,0.914864163,0.341143032
1999,139.42231,35.74522,12.2968270087986,5.336456665,0.71886231
1999,139.42258,35.65627,12.3925522124728,4.725869983,0.928057236
1999,139.42283,35.72279,12.6115377536383,2.939390561,0.526131536
1999,139.42324,35.71209,12.7993994908079,1.894338137,0.715784326
1999,139.4238,35.71392,NA,NA,NA
1999,139.4239,35.64306,12.3282902782544,6.192446725,1.784747547
1999,139.42414,35.75503,12.1909590077201,6.443685893,1.405823793
1999,139.42504,35.70302,12.6603279178078,1.376074652,1.086427023
1999,139.42512,35.75174,12.2209612580239,6.106661768,1.243760426
1999,139.42545,35.71222,12.6115377536383,2.052512039,0.94510359
1999,139.42679,35.65681,12.5353763926728,4.786407992,0.455546073
1999,139.42702,35.60976,12.5602444592508,9.895486593,1.73676662
1999,139.42702,35.73884,12.4529327234617,4.775925523,1.08234939
1999,139.42729,35.66033,12.5879278879992,4.435196608,0.501759246
1999,139.42746,35.69065,12.6539584695223,1.723400636,0.481787417
1999,139.42756,35.61784,12.6280670555895,9.019616199,0.863554271
1999,139.4276,35.71816,12.5913350463208,2.723666024,0.878196123
1999,139.42829,35.69469,12.6791964021122,1.654333991,0.496834472
1999,139.42837,35.74894,12.2452933586835,5.8923222,1.44436928
1999,139.42894,35.64784,12.2060726455302,5.808369927,1.097617972
1999,139.42952,35.63435,12.4607148639038,7.269131641,1.090533599
1999,139.42972,35.70953,12.5707157591181,2.193258348,1.49189825
1999,139.43062,35.72364,12.5496623499203,3.415551406,1.171548585
1999,139.43075,35.62363,NA,NA,NA
1999,139.43094,35.64464,12.5208833853702,6.214522934,1.434329375
1999,139.43101,35.65801,12.9527605930181,4.825886077,0.058869086
1999,139.43112,35.63707,12.4837043821285,7.023423579,1.441151033
1999,139.43133,35.74798,12.2307652581205,5.890453852,1.691047705
1999,139.43279,35.75815,12.2258752728264,7.012764465,1.298908101
1999,139.43296,35.73516,12.4760997827432,4.652671108,0.309723106
1999,139.43305,35.7449,12.3149270504423,5.638571447,1.316086925
1999,139.43345,35.74015,12.4171436156101,5.173607573,0.78893459
1999,139.43347,35.64643,12.3587937325478,6.119991977,1.269314928
1999,139.43359,35.65784,12.5845090812504,4.964038548,0.309927934
1999,139.43363,35.60971,12.4837043821285,10.0358845,1.96247802
1999,139.4338,35.6309,12.6378550619557,7.76430875,1.129350706
1999,139.43382,35.7396,NA,NA,NA
1999,139.43454,35.75077,12.2643415536542,6.304347091,1.234001046
1999,139.43467,35.73462,13.0013250490273,4.690082173,0.1576707
1999,139.43469,35.64698,NA,NA,NA
1999,139.43483,35.74378,12.4490188241406,5.604054454,1.174904868
1999,139.43509,35.63162,12.7854910607618,7.73103476,1.293128393
1999,139.43652,35.63894,12.4130868149145,7.01737245,1.691258099
1999,139.43814,35.74458,12.3883942023241,5.845227368,1.312047141
1999,139.43864,35.62615,12.5389670608035,8.431274191,1.232215481
1999,139.43882,35.74585,NA,NA,NA
1999,139.43884,35.7412,12.4008167223227,5.553354569,0.986102558
1999,139.43916,35.75218,12.2922503417712,6.652022404,0.714457397
1999,139.43976,35.73697,12.4450895460007,5.208844965,0.676943842
1999,139.44014,35.64023,12.498742259493,7.042032643,1.34283032
1999,139.44075,35.63677,12.5317727851695,7.419796831,1.223010472
1999,139.44096,35.64947,12.6823068245265,6.167587643,0.59472438
1999,139.44165,35.65371,12.5741819670946,5.802890944,0.604595079
1999,139.44237,35.75404,12.3544926506484,6.993562621,0.309493788
1999,139.44243,35.64388,12.5208833853702,6.790580032,0.863106766
1999,139.44268,35.71716,12.5532021766254,3.857458973,1.985093688
1999,139.44275,35.71767,NA,NA,NA
1999,139.44304,35.73868,12.4130868149145,5.572157545,1.084623647
1999,139.4432,35.65437,12.5981147333062,5.836084845,0.526102593
1999,139.44328,35.62849,12.5672374947418,8.374227224,0.666191493
1999,139.44397,35.74348,12.3800259526536,6.068980215,1.402410737
1999,139.44408,35.63188,NA,NA,NA
1999,139.44411,35.61717,12.5061772379805,9.575917349,1.492784353
1999,139.44556,35.72172,12.5281561446993,4.410557011,1.720676501
1999,139.44625,35.64907,13.3877998409088,6.512098173,0.178990609
1999,139.44645,35.73537,12.4049235042753,5.520064478,1.301313715
1999,139.44665,35.75041,12.3371009079366,6.877092195,0.683488315
1999,139.44737,35.64718,12.5776362019627,6.75599608,0.411945568
1999,139.44744,35.73817,NA,NA,NA
1999,139.4482,35.64851,12.7188962719588,6.686241825,0.331710932
1999,139.44834,35.64136,12.4684369099977,7.358975778,1.065241811
1999,139.44857,35.64966,NA,NA,NA
1999,139.44905,35.73795,12.3458345879053,5.925149362,1.601338667
1999,139.44935,35.74018,12.4607148639038,6.1343275,1.603892337
1999,139.45043,35.63596,12.5981147333062,7.992201042,0.68170609
1999,139.45113,35.6456,12.6760762747759,7.137675612,0.791350223
1999,139.4515,35.63122,12.5532021766254,8.507310247,0.279269433
1999,139.4518,35.64834,13.0710700830168,6.936749049,0.679238137
1999,139.45209,35.65191,12.614865543731,6.647905806,0.673683294
1999,139.45428,35.64442,NA,NA,NA
1999,139.45516,35.62957,12.6946526603488,8.870758085,0.648447166
1999,139.45549,35.64127,12.3800259526536,7.810880905,1.435875603
1999,139.4587,35.6456,NA,NA,NA
1999,139.46066,35.63068,12.4008167223227,9.100194317,1.261931106
1999,139.46107,35.64695,12.4171436156101,7.720597982,1.461668329
1999,139.46241,35.628,12.5389670608035,9.456190817,1.010689694
1999,139.46403,35.63273,12.3758154201173,9.138366931,1.517111001
1999,139.46658,35.63991,12.3673407931263,8.709569593,2.216571437
2000,139.36231,35.73385,12.1858699382127,6.964329918,1.220284258
2000,139.36303,35.65408,12.3544926506484,7.44074508,1.275871646
2000,139.36592,35.64734,12.2307652581205,7.726617049,0.51357581
2000,139.36708,35.65986,12.4760997827432,6.683283049,1.15009398
2000,139.369,35.64555,12.3587937325478,7.645293772,0.533889391
2000,139.37153,35.64732,12.2968270087986,7.313886021,0.87747032
2000,139.37356,35.7276,12.3715870840077,5.54479588,0.40206151
2000,139.37442,35.67324,12.3842188309136,5.153181749,1.269621056
2000,139.37469,35.65397,NA,NA,NA
2000,139.37484,35.653,12.4292161968444,6.595143147,0.851828989
2000,139.3758,35.66297,12.6115377536383,5.725000127,0.697294158
2000,139.37742,35.66859,12.5567295171433,5.181498603,1.140320128
2000,139.37769,35.68096,NA,NA,NA
2000,139.3795,35.67897,12.4411447677097,4.343140209,1.390477288
2000,139.37986,35.68166,12.3013828253345,4.171090577,1.298979346
2000,139.37987,35.66123,13.2463493571853,5.542814311,0.276559917
2000,139.38038,35.65442,12.5098740998618,6.084415427,0.489482933
2000,139.38082,35.64615,NA,NA,NA
2000,139.38087,35.72201,12.2783933071098,4.523735767,1.277306554
2000,139.38087,35.72479,12.2830336866663,4.713086187,1.197638534
2000,139.38243,35.6486,12.3715870840077,6.483889509,0.220205538
2000,139.38246,35.65306,12.4332082181139,6.069848931,0.608693862
2000,139.38403,35.6764,NA,NA,NA
2000,139.38561,35.67893,12.4049235042753,3.767290791,0.916043637
2000,139.38568,35.67143,12.5532021766254,4.283079152,1.262090293
2000,139.3857,35.6478,12.4371843664936,6.374444263,0.571484209
2000,139.38659,35.66871,12.6280670555895,4.426616371,1.293153997
2000,139.38702,35.67862,NA,NA,NA
2000,139.38715,35.72656,12.4722756863048,4.338474099,0.699467115
2000,139.38808,35.66161,12.502466658584,4.934980697,0.870410438
2000,139.38819,35.64451,12.2356314477717,6.57120729,0.929073583
2000,139.38946,35.72802,12.3800259526536,4.293898296,0.404331315
2000,139.38999,35.69632,12.3925522124728,2.642699738,0.913259537
2000,139.39014,35.66496,12.5098740998618,4.499335538,1.095791219
2000,139.39037,35.72309,12.2500895309469,3.813258934,0.708744481
2000,139.39169,35.65605,12.5317727851695,5.25263562,0.158216166
2000,139.39202,35.64932,12.2596134124582,5.908138564,0.702292404
2000,139.39214,35.66254,NA,NA,NA
2000,139.39217,35.68289,12.4760997827432,2.917836472,0.439581745
2000,139.39279,35.6791,NA,NA,NA
2000,139.39344,35.67349,12.5913350463208,3.525634027,0.649683925
2000,139.39375,35.69061,12.3544926506484,2.362253917,1.25766089
2000,139.397,35.69794,12.5135573452781,1.858697241,0.656966446
2000,139.39707,35.67664,12.594730635322,3.000175768,0.467006415
2000,139.39728,35.65984,12.4529327234617,4.603850011,0.673308148
2000,139.39814,35.6551,12.2596134124582,5.057910941,0.572255654
2000,139.3987,35.68385,12.5389670608035,2.285711756,0.741155151
2000,139.40139,35.67907,12.4722756863048,2.501423933,0.833795231
2000,139.4025,35.72707,12.3059179804999,3.468120949,1.078940787
2000,139.40309,35.69938,12.6214880844915,1.193670645,1.058399002
2000,139.40322,35.69287,12.6539584695223,1.29491466,0.755717967
2000,139.40329,35.67395,12.4211840251471,2.902065889,0.794704279
2000,139.40358,35.72212,NA,NA,NA
2000,139.40384,35.73326,12.3673407931263,4.073982624,1.302317817
2000,139.40427,35.70003,NA,NA,NA
2000,139.40508,35.69071,12.6081988523728,1.2510272,0.486702172
2000,139.4051,35.66762,12.3104326608544,3.49692487,1.175910083
2000,139.40605,35.72285,12.2110601870412,2.896955899,1.343352408
2000,139.40679,35.65639,12.3501729895039,4.673288794,0.451047652
2000,139.4074,35.61498,12.5135573452781,9.232442202,0.592015976
2000,139.40799,35.64913,12.3013828253345,5.452468261,0.486382685
2000,139.40814,35.67797,12.4252081754468,2.299039737,0.093649748
2000,139.4083,35.67726,NA,NA,NA
2000,139.40979,35.67996,12.3925522124728,2.040936732,0.199395472
2000,139.40986,35.69363,12.8212582846204,0.641113193,0.401061861
2000,139.4113,35.66887,12.4371843664936,3.234730122,0.833445688
2000,139.41159,35.65392,12.2690474446916,4.88872417,0.158867385
2000,139.41173,35.75642,NA,NA,NA
2000,139.41174,35.69402,NA,NA,NA
2000,139.4119,35.74836,12.2500895309469,5.602973386,0.54392039
2000,139.4121,35.72901,12.4912515877638,3.456138707,0.709482529
2000,139.41221,35.65376,NA,NA,NA
2000,139.41222,35.66202,13.3293775467887,3.987654222,0.19544363
2000,139.41283,35.7291,NA,NA,NA
2000,139.41319,35.66118,NA,NA,NA
2000,139.41362,35.69172,12.8583978315699,0.688151324,0.504731477
2000,139.41362,35.75829,12.0317192583854,6.701960358,1.446751517
2000,139.41365,35.67847,12.4211840251471,2.158742655,0.533903863
2000,139.41401,35.68876,12.6346030265693,1.016958844,0.533101249
2000,139.41405,35.72437,NA,NA,NA
2000,139.41425,35.75108,12.1756134380455,5.901576484,0.647391857
2000,139.41458,35.74192,12.3501729895039,4.885713307,0.419048865
2000,139.41459,35.7547,12.083905011556,6.303875573,1.034964023
2000,139.41468,35.61871,12.6014874177848,8.792288556,0.31791956
2000,139.41634,35.65709,NA,NA,NA
2000,139.41634,35.69206,12.7656884334656,0.710552507,0.633249829
2000,139.41737,35.68862,12.6214880844915,1.107124252,0.901817006
2000,139.41792,35.6567,12.2010601037066,4.598410086,0.725258728
2000,139.41826,35.70108,12.802158113247,0.611830855,0.656387585
2000,139.41839,35.72418,NA,NA,NA
2000,139.41933,35.61197,12.4568313638774,9.560340525,0.994412558
2000,139.42009,35.66544,12.3544926506484,3.672520179,0.686212303
2000,139.4202,35.72021,NA,NA,NA
2000,139.42044,35.70723,12.663497492569,1.273483482,0.845824415
2000,139.42044,35.71926,12.5567295171433,2.483745954,0.111968483
2000,139.42061,35.75209,12.1281111040605,6.062010706,0.905688698
2000,139.42085,35.72945,12.5172270741671,3.588199756,0.436425837
2000,139.42115,35.69431,12.7425660160447,0.914864163,0.341143032
2000,139.42231,35.74522,12.2110601870412,5.336456665,0.71886231
2000,139.42258,35.65627,12.2500895309469,4.725869983,0.928057236
2000,139.42283,35.72279,12.563747089802,2.939390561,0.526131536
2000,139.42324,35.71209,12.7454857261481,1.894338137,0.715784326
2000,139.4238,35.71392,NA,NA,NA
2000,139.4239,35.64306,12.2356314477717,6.192446725,1.067118658
2000,139.42414,35.75503,12.0895388292742,6.443685893,1.405823793
2000,139.42504,35.70302,12.614865543731,1.376074652,1.086427023
2000,139.42512,35.75174,12.1226910365911,6.106661768,1.243760426
2000,139.42545,35.71222,12.5672374947418,2.052512039,0.94510359
2000,139.42679,35.65681,12.4252081754468,4.786407992,0.455546073
2000,139.42702,35.60976,12.4607148639038,9.895486593,1.606546193
2000,139.42702,35.73884,12.3800259526536,4.775925523,1.08234939
2000,139.42729,35.66033,12.5281561446993,4.435196608,0.501759246
2000,139.42746,35.69065,12.6115377536383,1.723400636,0.481787417
2000,139.42756,35.61784,12.4912515877638,9.019616199,0.834288377
2000,139.4276,35.71816,12.5425448821514,2.723666024,0.878196123
2000,139.42829,35.69469,12.6378550619557,1.654333991,0.496834472
2000,139.42837,35.74894,12.1547793511426,5.8923222,1.44436928
2000,139.42894,35.64784,12.1388638958367,5.808369927,1.097617972
2000,139.42952,35.63435,12.3673407931263,7.269131641,0.880617322
2000,139.42972,35.70953,12.5281561446993,2.193258348,1.49189825
2000,139.43062,35.72364,12.502466658584,3.415551406,1.171548585
2000,139.43075,35.62363,NA,NA,NA
2000,139.43094,35.64464,12.4292161968444,6.214522934,1.434329375
2000,139.43101,35.65801,12.8687606186054,4.825886077,0.058869086
2000,139.43112,35.63707,12.3715870840077,7.023423579,1.177240351
2000,139.43133,35.74798,12.1495022940418,5.890453852,1.691047705
2000,139.43279,35.75815,12.1335019526953,7.012764465,1.298908101
2000,139.43296,35.73516,12.3966930051388,4.652671108,0.309723106
2000,139.43305,35.7449,12.2209612580239,5.638571447,1.316086925
2000,139.43345,35.74015,12.3371009079366,5.173607573,0.78893459
2000,139.43347,35.64643,12.2596134124582,6.119991977,1.269314928
2000,139.43359,35.65784,12.4837043821285,4.964038548,0.309927934
2000,139.43363,35.60971,12.3715870840077,10.0358845,1.961915856
2000,139.4338,35.6309,12.5425448821514,7.76430875,1.129350706
2000,139.43382,35.7396,NA,NA,NA
2000,139.43454,35.75077,12.1807548375459,6.304347091,1.234001046
2000,139.43467,35.73462,12.8815648908514,4.690082173,0.1576707
2000,139.43469,35.64698,NA,NA,NA
2000,139.43483,35.74378,12.3630763943398,5.604054454,1.174904868
2000,139.43509,35.63162,12.6571482648904,7.73103476,1.293128393
2000,139.43652,35.63894,12.2876526325226,7.01737245,1.691258099
2000,139.43814,35.74458,12.3104326608544,5.845227368,1.312047141
2000,139.43864,35.62615,12.4371843664936,8.431274191,1.232215481
2000,139.43882,35.74585,NA,NA,NA
2000,139.43884,35.7412,12.3238556811866,5.553354569,0.986102558
2000,139.43916,35.75218,12.2110601870412,6.652022404,0.714457397
2000,139.43976,35.73697,12.3715870840077,5.208844965,0.676943842
2000,139.44014,35.64023,12.3758154201173,7.042032643,1.34283032
2000,139.44075,35.63677,12.3966930051388,7.419796831,1.223010472
2000,139.44096,35.64947,12.6014874177848,6.167587643,0.59472438
2000,139.44165,35.65371,12.4874851049684,5.802890944,0.604595079
2000,139.44237,35.75404,12.2690474446916,6.993562621,0.309493788
2000,139.44243,35.64388,12.3842188309136,6.790580032,0.863106766
2000,139.44268,35.71716,12.4912515877638,3.857458973,1.985093688
2000,139.44275,35.71767,NA,NA,NA
2000,139.44304,35.73868,12.3282902782544,5.572157545,1.084623647
2000,139.4432,35.65437,12.5135573452781,5.836084845,0.526102593
2000,139.44328,35.62849,12.4684369099977,8.374227224,0.666191493
2000,139.44397,35.74348,12.2968270087986,6.068980215,1.402410737
2000,139.44408,35.63188,NA,NA,NA
2000,139.44411,35.61717,12.3925522124728,9.575917349,1.492784353
2000,139.44556,35.72172,12.4645833406817,4.410557011,1.720676501
2000,139.44625,35.64907,13.2912619138661,6.512098173,0.178990609
2000,139.44645,35.73537,12.3238556811866,5.520064478,1.301313715
2000,139.44665,35.75041,12.2500895309469,6.877092195,0.683488315
2000,139.44737,35.64718,12.4950039373824,6.75599608,0.411945568
2000,139.44744,35.73817,NA,NA,NA
2000,139.4482,35.64851,12.6410965558799,6.686241825,0.331710932
2000,139.44834,35.64136,12.3371009079366,7.358975778,1.065241811
2000,139.44857,35.64966,NA,NA,NA
2000,139.44905,35.73795,12.2643415536542,5.925149362,1.601338667
2000,139.44935,35.74018,12.3673407931263,6.1343275,1.603892337
2000,139.45043,35.63596,12.4837043821285,7.992201042,0.68170609
2000,139.45113,35.6456,12.5602444592508,7.137675612,0.791350223
2000,139.4515,35.63122,12.4411447677097,8.507310247,0.279269433
2000,139.4518,35.64834,12.9480099902596,6.936749049,0.679238137
2000,139.45209,35.65191,12.5245263766487,6.647905806,0.673683294
2000,139.45428,35.64442,NA,NA,NA
2000,139.45516,35.62957,12.5776362019627,8.870758085,0.648447166
2000,139.45549,35.64127,12.2830336866663,7.810880905,1.435875603
2000,139.4587,35.6456,NA,NA,NA
2000,139.46066,35.63068,12.3059179804999,9.100194317,1.261931106
2000,139.46107,35.64695,12.3149270504423,7.720597982,1.461668329
2000,139.46241,35.628,12.4411447677097,9.456190817,1.010689694
2000,139.46403,35.63273,12.2783933071098,9.138366931,1.517111001
2000,139.46658,35.63991,12.2690474446916,8.709569593,2.216571437
2001,139.36231,35.73385,12.1007121298723,6.964329918,1.220284258
2001,139.36303,35.65408,12.2830336866663,7.44074508,1.275871646
2001,139.36592,35.64734,12.1441972418121,7.726617049,0.51357581
2001,139.36708,35.65986,12.4211840251471,6.683283049,1.15009398
2001,139.369,35.64555,12.2968270087986,7.645293772,0.533889391
2001,139.37153,35.64732,12.2258752728264,7.313886021,0.87747032
2001,139.37356,35.7276,12.3104326608544,5.54479588,0.40206151
2001,139.37442,35.67324,12.3149270504423,5.153181749,1.269621056
2001,139.37469,35.65397,NA,NA,NA
2001,139.37484,35.653,12.3544926506484,6.595143147,0.851828989
2001,139.3758,35.66297,12.5602444592508,5.725000127,0.697294158
2001,139.37742,35.66859,12.5061772379805,5.181498603,1.140320128
2001,139.37769,35.68096,NA,NA,NA
2001,139.3795,35.67897,12.3925522124728,4.343140209,1.390477288
2001,139.37986,35.68166,12.2500895309469,4.171090577,1.298979346
2001,139.37987,35.66123,13.1730564917198,5.542814311,0.276559917
2001,139.38038,35.65442,12.4490188241406,6.084415427,0.489482933
2001,139.38082,35.64615,NA,NA,NA
2001,139.38087,35.72201,12.2356314477717,4.523735767,1.277306554
2001,139.38087,35.72479,12.2258752728264,4.713086187,1.197638534
2001,139.38243,35.6486,12.2876526325226,6.483889509,0.220205538
2001,139.38246,35.65306,12.3673407931263,6.069848931,0.608693862
2001,139.38403,35.6764,NA,NA,NA
2001,139.38561,35.67893,12.3414772825364,3.767290791,0.916043637
2001,139.38568,35.67143,12.4837043821285,4.283079152,1.262090293
2001,139.3857,35.6478,12.3758154201173,6.374444263,0.571484209
2001,139.38659,35.66871,12.5602444592508,4.426616371,1.293153997
2001,139.38702,35.67862,NA,NA,NA
2001,139.38715,35.72656,12.4130868149145,4.338474099,0.699467115
2001,139.38808,35.66161,12.4292161968444,4.934980697,0.870410438
2001,139.38819,35.64451,12.1495022940418,6.57120729,0.929073583
2001,139.38946,35.72802,12.3371009079366,4.293898296,0.404331315
2001,139.38999,35.69632,12.3501729895039,2.642699738,0.913259537
2001,139.39014,35.66496,12.4568313638774,4.499335538,1.095791219
2001,139.39037,35.72309,12.1960223096767,3.813258934,0.708744481
2001,139.39169,35.65605,12.4645833406817,5.25263562,0.158216166
2001,139.39202,35.64932,12.170445467887,5.908138564,0.702292404
2001,139.39214,35.66254,NA,NA,NA
2001,139.39217,35.68289,12.4090134895269,2.917836472,0.439581745
2001,139.39279,35.6791,NA,NA,NA
2001,139.39344,35.67349,12.5425448821514,3.525634027,0.649683925
2001,139.39375,35.69061,12.3059179804999,2.362253917,1.25766089
2001,139.397,35.69794,12.4645833406817,1.858697241,0.656966446
2001,139.39707,35.67664,12.5317727851695,3.000175768,0.467006415
2001,139.39728,35.65984,12.3842188309136,4.603850011,0.673308148
2001,139.39814,35.6551,12.1858699382127,5.057910941,0.572255654
2001,139.3987,35.68385,12.4912515877638,2.285711756,0.741155151
2001,139.40139,35.67907,12.4171436156101,2.501423933,0.833795231
2001,139.4025,35.72707,12.2548628096996,3.468120949,1.078940787
2001,139.40309,35.69938,12.5672374947418,1.193670645,1.058399002
2001,139.40322,35.69287,12.6115377536383,1.29491466,0.755717967
2001,139.40329,35.67395,12.3715870840077,2.902065889,0.794704279
2001,139.40358,35.72212,NA,NA,NA
2001,139.40384,35.73326,12.3149270504423,4.073982624,1.302317817
2001,139.40427,35.70003,NA,NA,NA
2001,139.40508,35.69071,12.5707157591181,1.2510272,0.486702172
2001,139.4051,35.66762,12.2356314477717,3.49692487,1.175910083
2001,139.40605,35.72285,12.1600287070288,2.896955899,1.343352408
2001,139.40679,35.65639,12.2783933071098,4.673288794,0.451047652
2001,139.4074,35.61498,12.4252081754468,9.232442202,0.592015976
2001,139.40799,35.64913,12.2060726455302,5.452468261,0.486382685
2001,139.40814,35.67797,12.3715870840077,2.299039737,0.093649748
2001,139.4083,35.67726,NA,NA,NA
2001,139.40979,35.67996,12.3327052964635,2.040936732,0.199395472
2001,139.40986,35.69363,12.7798730684576,0.641113193,0.401061861
2001,139.4113,35.66887,12.3758154201173,3.234730122,0.833445688
2001,139.41159,35.65392,12.1909590077201,4.88872417,0.158867385
2001,139.41173,35.75642,NA,NA,NA
2001,139.41174,35.69402,NA,NA,NA
2001,139.4119,35.74836,12.1960223096767,5.602973386,0.54392039
2001,139.4121,35.72901,12.4490188241406,3.456138707,0.709482529
2001,139.41221,35.65376,NA,NA,NA
2001,139.41222,35.66202,13.2759424653326,3.987654222,0.19544363
2001,139.41283,35.7291,NA,NA,NA
2001,139.41319,35.66118,NA,NA,NA
2001,139.41362,35.69172,12.8076526325646,0.688151324,0.504731477
